,title,title_link,publication_info,snippet,cited_by_link,cited_by_count,pdf_file,year
2,Meningeal infiltration in recurrent nasopharyngeal carcinoma,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1440-1673.2000.00767.x,"VF Chong, YF Fan - Australasian Radiology, 2000 - Wiley Online Library","Permeative infiltration of the meninges appears to be a distinct form of recurrent nasopharyngeal 
carcinoma (NPC). The present report of eight patients with recurrent NPC illustrates …","https://scholar.google.com/scholar?cites=7729790734212116768&as_sdt=5,47&sciodt=0,47&hl=en",8.0,,2000
3,Differential regulation of trophic factor receptor mRNAs in spinal motoneurons after sciatic nerve transection and ventral root avulsion in the rat,https://onlinelibrary.wiley.com/doi/abs/10.1002/1096-9861(20001030)426:4%3C587::AID-CNE7%3E3.0.CO;2-R,"H Hammarberg, F Piehl, M Risling… - Journal of …, 2000 - Wiley Online Library","After sciatic nerve lesion in the adult rat, motoneurons survive and regenerate, whereas the 
same lesion in the neonatal animal or an avulsion of ventral roots from the spinal cord in …","https://scholar.google.com/scholar?cites=4548923785354418120&as_sdt=5,47&sciodt=0,47&hl=en",129.0,,2000
4,[CITATION][C] Clin i cal Expe ri ence with Morton's Toe,,MS Hsieh,,,,,2000
5,[PDF][PDF] Dolor postamputación,http://lapaginadelcaurel.es/osteomielitis/pdf/dolor%20fantasm.pdf,"A Vaquerizo - Soc. Esp. Del dolor, 2000 - lapaginadelcaurel.es","Pain is frequently present following an amputation. However, it is important to distinguish 
between pain in the stump, pain related to the phantom limb, and the differe nt non-painful …","https://scholar.google.com/scholar?cites=3144699154155450827&as_sdt=5,47&sciodt=0,47&hl=en",8.0,http://lapaginadelcaurel.es/osteomielitis/pdf/dolor%20fantasm.pdf,2000
0,Two tumors detected by thyroid assessment in two children,https://www.sciencedirect.com/science/article/pii/S1530891X20393071,"GW Moll Jr, HGO Bock - Endocrine Practice, 2001 - Elsevier","Objective To describe the early detection of two tumors in two children by recognition of 
unusual features in initial thyroid assessments. Methods We present the clinical findings and …","https://scholar.google.com/scholar?cites=12674008416079283588&as_sdt=5,47&sciodt=0,47&hl=en",2.0,https://www.endocrinepractice.org/article/S1530-891X(20)39307-1/abstract,2001
1,Novel purinergic sensitivity develops in injured sensory axons following sciatic nerve transection in rat,https://www.sciencedirect.com/science/article/pii/S0006899301026518,"Y Chen, YH Zhang, ZQ Zhao - Brain research, 2001 - Elsevier","Teased fibers were made from 153 spontaneous A afferents ending in sciatic nerve end 
neuromas of 3–14 days standing, 21 A afferents from intact sensory endings in the contralateral …","https://scholar.google.com/scholar?cites=9469678744458655585&as_sdt=5,47&sciodt=0,47&hl=en",13.0,,2001
2,[CITATION][C] Dolorimetry performed at 3 paired tender points highly predicts overall tenderness.,https://www.jrheum.org/content/28/11/2568.short,"F Petzke, A Khine, D Williams, K Groner… - The Journal of …, 2001 - jrheum.org","to next page ficity of 97.5%(or more). Only after this can the sensitivity, positive predictive 
value, and negative predictive value be studied. Generally speaking, in 2001 clinical …","https://scholar.google.com/scholar?cites=11337706518680901221&as_sdt=5,47&sciodt=0,47&hl=en",83.0,,2001
3,Trigeminal nerve: anatomy and pathology,https://www.birpublications.org/doi/abs/10.1259/bjr.74.881.740458,"P Woolfall, A Coulthard - The British journal of radiology, 2001 - birpublications.org","MRI is the imaging modality of choice when trigeminal nerve pathology is suspected. Most 
lesions are readily recognizable if appropriate imaging sequences are performed. Routine …","https://scholar.google.com/scholar?cites=12061907090244483536&as_sdt=5,47&sciodt=0,47&hl=en",62.0,https://www.researchgate.net/profile/Alan-Coulthard/publication/11950291_Trigeminal_nerve_Anatomy_and_pathology/links/00b495243566e4a56e000000/Trigeminal-nerve-Anatomy-and-pathology.pdf,2001
4,[CITATION][C] Carpal tunnel sonography by the rheumatologist versus nerve conduction study by the neurologist.,https://www.jrheum.org/content/28/11/2560.2.short,"TM Burns - The Journal of rheumatology, 2001 - jrheum.org","to next page ficity of 97.5%(or more). Only after this can the sensitivity, positive predictive 
value, and negative predictive value be studied. Generally speaking, in 2001 clinical …","https://scholar.google.com/scholar?cites=13523398724939182835&as_sdt=5,47&sciodt=0,47&hl=en",12.0,,2001
5,[CITATION][C] Epidemiological aspects of Behçet's disease in Galicia.,https://www.jrheum.org/content/28/11/2565.short,"J Graña, MO Sánchez-Meizoso, F Galdo - The Journal of Rheumatology, 2001 - jrheum.org","to next page ficity of 97.5%(or more). Only after this can the sensitivity, positive predictive 
value, and negative predictive value be studied. Generally speaking, in 2001 clinical …","https://scholar.google.com/scholar?cites=17864369238015923493&as_sdt=5,47&sciodt=0,47&hl=en",9.0,,2001
6,"[CITATION][C] Hyaluronic acid serum levels in fibromyalgia, nonspecific arm disorder, and controls.",https://www.jrheum.org/content/28/11/2563.1.short,"RD Wigley, B Page, EM Chambers - The Journal of Rheumatology, 2001 - jrheum.org","to next page ficity of 97.5%(or more). Only after this can the sensitivity, positive predictive 
value, and negative predictive value be studied. Generally speaking, in 2001 clinical …","https://scholar.google.com/scholar?cites=5124556690860131250&as_sdt=5,47&sciodt=0,47&hl=en",9.0,,2001
7,[CITATION][C] Fish oils are beneficial to patients with established rheumatoid arthritis.,https://www.jrheum.org/content/28/11/2563.2.short,"RA Harrison, BJ Harrison - The Journal of Rheumatology, 2001 - jrheum.org","to next page ficity of 97.5%(or more). Only after this can the sensitivity, positive predictive 
value, and negative predictive value be studied. Generally speaking, in 2001 clinical …","https://scholar.google.com/scholar?cites=6557796715008451870&as_sdt=5,47&sciodt=0,47&hl=en",7.0,,2001
8,[PDF][PDF] Cafeau Lait Spots,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=fe116ba2af83d8e71118f97a9d5d7c5de4f61b3f,"M Tekin, JN Bodurtha, MD Riccardi - Pediatrics in review, 2001 - Citeseer","Every pediatrician faces the challenge of deciding if a patient who has café au lait (CAL) 
spots has an underlying genetic condition. CAL spots typical of neurofibromatosis type 1 (NF1) …","https://scholar.google.com/scholar?cites=17115460190941137040&as_sdt=5,47&sciodt=0,47&hl=en",57.0,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=fe116ba2af83d8e71118f97a9d5d7c5de4f61b3f,2001
9,[CITATION][C] CME QUESTIONS,,"A Ankle, B Calcaneocuboid, C Talonavicular… - 2001",,,,,2001
10,Figures with Questions,https://link.springer.com/content/pdf/10.1007/978-1-59259-133-6_12.pdf,"RA Prayson, RA Prayson - Neuropathology Review, 2001 - Springer","19. The lesion illustrated in this 4-yr-old with cerebral palsy is most likely the result of a 20. 
The ultrastrucltural finding here is from a Tay-Sachs disease patient and is known as A. …",,,,2001
0,Low-intensity pulsed ultrasound accelerates the regeneration of the sciatic nerve after neurotomy in rats,https://www.sciencedirect.com/science/article/pii/S0301562902005768,"AR Crisci, AL Ferreira - Ultrasound in medicine & biology, 2002 - Elsevier","The biophysical qualities of pulsed ultrasound (US) led us to appraise its effect on the 
regeneration of a peripheral nerve. In this study, our intention was to evaluate the effects of pulsed …","https://scholar.google.com/scholar?cites=3265900320871223931&as_sdt=5,47&sciodt=0,47&hl=en",126.0,,2002
1,Multiple recurrences of cutaneous carcinomas as a consequence of local tumor spread along nerves of traumatic neuroma,https://journals.lww.com/ajsp/_layouts/15/oaks.journals/downloadpdf.aspx?an=00000478-200206000-00020,"C Diaz-Cascajo - The American journal of surgical pathology, 2002 - journals.lww.com","Neurotropism refers to the ability of some tumors to grow inside and/or along preexisting 
nerves. Neoplastic cells merge within perineural and endoneural connective tissues considered …","https://scholar.google.com/scholar?cites=7616349798307984713&as_sdt=5,47&sciodt=0,47&hl=en",5.0,,2002
2,"Chlorotoxin, a scorpion‐derived peptide, specifically binds to gliomas and tumors of neuroectodermal origin",https://onlinelibrary.wiley.com/doi/abs/10.1002/glia.10083,"SA Lyons, J O'Neal, H Sontheimer - Glia, 2002 - Wiley Online Library","Highly migratory neuroectodermal cells share a common embryonic origin with cells of the 
central nervous system (CNS). They include enteric, parasympathetic, sympathoadrenal, and …","https://scholar.google.com/scholar?cites=15383787089611106254&as_sdt=5,47&sciodt=0,47&hl=en",308.0,,2002
3,Chronic pelvic pain,https://link.springer.com/chapter/10.1007/978-1-4615-0689-8_12,"AJ Rapin, ML Morgan - Handbook of women's sexual and reproductive …, 2002 - Springer","In a gendered social environment, the mores regarding a woman’s body powerfully influence 
the medical care she will receive. Women who suffer from pain that arises from the pelvic …","https://scholar.google.com/scholar?cites=1909955115804903125&as_sdt=5,47&sciodt=0,47&hl=en",28.0,http://ndl.ethernet.edu.et/bitstream/123456789/64302/1/243.pdf.pdf#page=426,2002
4,Sources of error in image registration for cranial image-guided neurosurgery,https://www.thieme-connect.com/products/ejournals/pdf/10.1055/b-0034-47152.pdf,"CR Maurer, T Rohlfing, D Dean, JB West… - … Techniques in Image …, 2002 - thieme-connect.com","FIGURE 2–1. Concept of registration. Registration is the determination of a one-to-one mapping 
or transformation between the coordinates in one space and those in another, such that …","https://scholar.google.com/scholar?cites=12931321198279577768&as_sdt=5,47&sciodt=0,47&hl=en",40.0,,2002
5,[PDF][PDF] It's important to understand the complex inter-relationships between the body's different systems.,https://podiatrym.com/cme/rehmcmenov02.pdf,"KB Rehm, DPM Horwitz - podiatrym.com","Objectives After reading this continuing education article, the podiatric physician should be 
able to do the following: 1) Identify the various clinical presentations of the diabetic …",,,https://podiatrym.com/cme/rehmcmenov02.pdf,2002
6,[PDF][PDF] Metatarsalgia: Diagnosis and Management,https://podiatrym.com/cme/mar02cme1.pdf,"DPM Ellen Sobel, C PED - podiatrym.com","Objectives 1) To determine the etiology of plantar keratosis, diffuse callosities, callus under 
the first, second, and fifth metatarsal heads as well as to distinguish between diffuse and …",,,https://podiatrym.com/cme/mar02cme1.pdf,2002
0,Do children with optic pathway tumors have an increased frequency of other central nervous system tumors?,https://academic.oup.com/neuro-oncology/article-abstract/5/2/116/1070072,"DN Korones, J Padowski, BA Factor… - Neuro …, 2003 - academic.oup.com","We questioned whether children with optic pathway tumors (OPTs) have an increased frequency 
of other CNS tumors on the basis of experience with a number of such children treated …","https://scholar.google.com/scholar?cites=15969685369112366568&as_sdt=5,47&sciodt=0,47&hl=en",19.0,https://academic.oup.com/neuro-oncology/article-pdf/5/2/116/13065884/05-NO5.2-Korones.pdf,2003
1,One-stage removal of residual intracanalicular acoustic neuroma and hemihypoglossal-intratemporal facial nerve anastomosis,https://academic.oup.com/neurosurgery/article-pdf/53/6/1444/32560703/00006123-200312000-00026.pdf,"R Donzelli, G Motta, LM Cavallo, F Maiuri… - …, 2003 - academic.oup.com","OBJECTIVE AND IMPORTANCE Incomplete removal of residual intracanalicular tumor and 
injury to the facial nerve are the main problems associated with surgery of large acoustic …","https://scholar.google.com/scholar?cites=15166109975609641684&as_sdt=5,47&sciodt=0,47&hl=en",34.0,,2003
2,[CITATION][C] YOU'RE THE FLIGHT SURGEON,https://www.ingentaconnect.com/content/asma/asem/2003/00000074/00000010/art00016,"TX City-Base - Aviation, Space, and Environmental Medicine, 2003 - ingentaconnect.com","You are in the middle of a busy sick call when one of your medical technicians tells you there 
is an Air Force pilot at the front desk who thinks he is having a stroke. You walk up to the …",,,,2003
3,Results of the musculofascial lengthening technique for submuscular transposition of the ulnar nerve at the elbow,https://journals.lww.com/jbjsjournal/Fulltext/2003/07000/Results_of_the_Musculofascial_Lengthening.18.aspx,"AL Dellon, JH Coert - JBJS, 2003 - journals.lww.com","Background: In the absence of a randomized, prospective study comparing different surgical 
approaches for decompression of the ulnar nerve at the elbow, the choice of an approach …","https://scholar.google.com/scholar?cites=4128089670038754521&as_sdt=5,47&sciodt=0,47&hl=en",60.0,,2003
4,Management of neuromas,https://www.plasticsurgery.theclinics.com/article/S0094-1298(02)00104-9/abstract,"AJ Vernadakis, H Koch… - Clinics in plastic …, 2003 - plasticsurgery.theclinics.com","After nerve injury and regeneration, significant pain may be associated with the scar and 
altered sensation observed within the distribution of the injured nerve. A bulbous swelling may …","https://scholar.google.com/scholar?cites=8916747927414538836&as_sdt=5,47&sciodt=0,47&hl=en",151.0,,2003
5,Tumors and tumor-like lesions,https://link.springer.com/chapter/10.1007/978-3-662-05038-5_5,"S Peer, G Bodner - High-Resolution Sonography of the Peripheral …, 2003 - Springer","Peripheral nerve tumors are uncommon and their clinical signs and symptoms often nonspecific, 
which is why they may pose a diagnostic problem (this is particularly true for the neck, …","https://scholar.google.com/scholar?cites=7476304451576081174&as_sdt=5,47&sciodt=0,47&hl=en",2.0,,2003
6,"[BOOK][B] Walking track analysis as an assessment of functional recovery following partial lesion, crush lesion and complete neurectomy",https://search.proquest.com/openview/ea89500db579b0f215de901456e7a9b0/1?pq-origsite=gscholar&cbl=18750&diss=y,TS Malushte - 2003 - search.proquest.com,"Peripheral nerve injuries are diverse in nature, with various degrees of functional impairment 
and disruption to the nerve architecture. In this study, a novel partial (3mm) lesion of the rat …",,,,2003
