sample_name	trimmer_id	PlateName	SeqYear	Dropout? Missing	Dropout resolution	Category	ShowOnWeb	ProteinTarget	ChangeDate	ChangeReason
P44_B2	K28/35	plate44	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	PSD-95	20200619	
P12_E12	K28/37.1	plate12	Year1	n/a-n/a		2	T	PSD-95	20200605	
P12_F1	K28/37.2	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_E7	K28/37.3	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_E8	K28/37.4	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_E9	K28/37.5	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_B10	K28/38.2	plate12	Year1	n/a-n/a		2	T	PSD-95	20200605	
P12_C1	K28/38.4	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_B11	K28/38.5	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_C2	K28/38.6	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P44_B1	K28/39	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P44_D6	K28/4	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P44_A12	K28/40	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P44_A11	K28/41	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P12_C3	K28/42.1	plate12	Year1	n/a-n/a		2	T	PSD-95	20200605	
P12_C4	K28/42.2	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_B1	K28/42.3	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_B7	K28/42.4	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_B3	K28/42.5	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_B9	K28/42.6	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_D9	K28/43.1	plate12	Year1	Dec2020dropout-Both	n/a, have good sequence for other subclone elsewhere	3	T	PSD-95	20200605	
P73_A2	K28/43.2	plate73	Year2			1	T	PSD-95	20210312	
P73_E5	K28/43.2	plate73	Year2			1	T	PSD-95	20210312	
PRnD_N27	K28/43.2	RandD_samples	Year1	Dec2020dropout-LC		1	T	PSD-95	20210209	Changed "sample_name" as per RnD key, changed dropout category
P12_D10	K28/43.3	plate12	Year1	n/a-n/a		3	T	PSD-95	20200605	
P12_D11	K28/43.4	plate12	Year1	n/a-n/a		3	T	PSD-95	20200605	
P12_D12	K28/43.5	plate12	Year1	n/a-n/a		3	T	PSD-95	20200605	
P12_E1	K28/43.6	plate12	Year1	n/a-n/a		3	T	PSD-95	20200605	
Psanger_128618	K28/43R	Sanger_samples		n/a-n/a		6	T	PSD-95	20200617	Added Psanger to Addgene ID # for "sample_name"
P44_A10	K28/44	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P44_A9	K28/45	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P44_A8	K28/46	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P44_A7	K28/47	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P44_A6	K28/48	plate44	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	PSD-95	20200619	
P44_D5	K28/5	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P44_A5	K28/56	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P12_C5	K28/58.4	plate12	Year1	Dec2020dropout-HC	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	PSD-95	20201009	No show on web because expecting better seq from AP or DP plate
PAP1_A7	K28/58.4	plateAP1		n/a-n/a		2	F	PSD-95	20201228	No show on web because not doing AP plate
P12_C6	K28/58.4.1	plate12	Year1	Dec2020dropout-HC	n/a, have good sequence for other subclone elsewhere	2	T	PSD-95	20201109	Corrected category
P12_C7	K28/58.4.2	plate12	Year1	Dec2020dropout-HC	n/a, have good sequence for other subclone elsewhere	2	T	PSD-95	20201109	Corrected category
P12_C8	K28/58.4.3	plate12	Year1	Dec2020dropout-HC	n/a, have good sequence for other subclone elsewhere	2	T	PSD-95	20201109	Corrected category
P12_C9	K28/58.4.4	plate12	Year1	Dec2020dropout-HC	n/a, have good sequence for other subclone elsewhere	2	T	PSD-95	20201109	Corrected category
P12_C10	K28/58.4.5	plate12	Year1	Dec2020dropout-HC	n/a, have good sequence for other subclone elsewhere	2	T	PSD-95	20201109	Corrected category
P12_C11	K28/58.8	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_C12	K28/58.8.1	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_D1	K28/58.8.2	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_D2	K28/58.8.3	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_D3	K28/58.8.4	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_D8	K28/58.8.5	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P56_G5	K28/6	plate56	Year1	n/a-n/a		4	T	PSD-95	20200619	
P44_D3	K28/7	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P2_C9	K28/74.1	plate2	Year1	n/a-n/a		1	T	PSD-95	20200428	
P12_F10	K28/74.2	plate12	Year1	n/a-n/a		3	T	PSD-95	20200605	
P12_E10	K28/74.4	plate12	Year1	n/a-n/a		3	T	PSD-95	20200605	
P12_E11	K28/74.5	plate12	Year1	n/a-n/a		3	T	PSD-95	20200605	
P12_F6	K28/77.1	plate12	Year1	n/a-n/a		2	T	PSD-95	20200605	
P12_F7	K28/77.2	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_F2	K28/77.3	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_F3	K28/77.4	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P44_D2	K28/8	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P44_A2	K28/83	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P12_D4	K28/86.1	plate12	Year1	n/a-n/a		3	T	Pan-MAGUK	20200605	
P1_B3	K28/86.2	plate1	Year1	n/a-n/a		1	F	Pan-MAGUK	20201009	Plate failed to yield seq so redone as Plate1R
P1R_B3	K28/86.2	plate1R	Year2	n/a-n/a		1	T	Pan-MAGUK	20201009	
P12_D5	K28/86.3	plate12	Year1	n/a-n/a		3	T	Pan-MAGUK	20200605	
P12_D6	K28/86.4	plate12	Year1	n/a-n/a		3	T	Pan-MAGUK	20200605	
P12_D7	K28/86.5	plate12	Year1	n/a-n/a		3	T	Pan-MAGUK	20200605	
P44_D1	K28/9	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P12_F8	K28/91.1	plate12	Year1	n/a-n/a		2	T	PSD-95	20200605	
P12_F9	K28/91.2	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_F4	K28/91.4	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_F5	K28/91.5	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P44_A3	K28/92	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P44_A4	K28/93	plate44	Year1	n/a-n/a		4	T	PSD-95	20200619	
P12_E2	K28/94.1	plate12	Year1	n/a-n/a		2	T	PSD-95	20200605	
P12_E3	K28/94.2	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_E4	K28/94.3	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_E5	K28/94.4	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P12_E6	K28/94.5	plate12	Year1	n/a-n/a		2	T	PSD-95	20201109	Corrected category
P65_G12	K28/96	plate65	Year1	n/a-n/a		4	T	PSD-95	20200619	
P37_C9	K29/7.1	plate37	Year1	n/a-n/a		2	T	Kv1.4 K+ channel	20200619	
P37_H5	K35/40.2	plate37	Year1	n/a-n/a		2	T	GluN3A/NR3A glutamate receptor	20200619	
P37_E11	K35/43.2	plate37	Year1	n/a-n/a		2	T	GluN3A/NR3A glutamate receptor	20200619	
P37_H3	K35/57.2	plate37	Year1	n/a-n/a		2	T	GluN3A/NR3A glutamate receptor	20200619	
P37_G1	K35/65.1	plate37	Year1	n/a-n/a		2	T	GluN3A/NR3A glutamate receptor	20200619	
P37_D11	K35/7.3	plate37	Year1	n/a-n/a		2	T	GluN3A/NR3A glutamate receptor	20200619	
P37_H2	K35/85.1	plate37	Year1	n/a-n/a		2	T	GluN3A/NR3A glutamate receptor	20200619	
P37_H4	K35/90.2	plate37	Year1	n/a-n/a		2	T	GluN3A/NR3A glutamate receptor	20200619	
P18_B3	K36/15.1	plate18	Year1	n/a-n/a		3	T	Kv1.1 K+ channel	20200605	
PS1_G9	K36/15.1	plateS1	Year2	n/a-n/a		3	T	Kv1.1 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P18_B4	K36/15.2	plate18	Year1	n/a-n/a		3	T	Kv1.1 K+ channel	20200605	
P66_H7	K36/15.3	plate66	Year1	n/a-n/a		1	T	Kv1.1 K+ channel	20200619	
P18_B5	K36/15.4	plate18	Year1	n/a-n/a		3	T	Kv1.1 K+ channel	20200605	
P18_B6	K36/15.6	plate18	Year1	n/a-n/a		3	T	Kv1.1 K+ channel	20200605	
Psanger_128619	K36/15R	Sanger_samples		n/a-n/a		6	T	Kv1.1 K+ channel	20200617	Added Psanger to Addgene ID # for "sample_name"
P50_H8	K36/5	plate50	Year1	n/a-n/a		4	T	Kv1.1 K+ channel	20200619	
P24_A2	K37/89.1	plate24	Year1	n/a-n/a		3	T	Kv2.2 K+ channel	20200605	
PS3_C9	K37/89.1	plateS3	Year2	n/a-n/a		3	T	Kv2.2 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P24_A3	K37/89.2	plate24	Year1	n/a-n/a		3	T	Kv2.2 K+ channel	20200605	
P24_A4	K37/89.3	plate24	Year1	n/a-n/a		3	T	Kv2.2 K+ channel	20200605	
P24_A5	K37/89.4	plate24	Year1	n/a-n/a		3	T	Kv2.2 K+ channel	20200605	
P1_D10	K37/89.5	plate1	Year1	n/a-n/a		1	F	Kv2.2 K+ channel	20201009	Plate failed to yield seq so redone as Plate1R
P1R_D10	K37/89.5	plate1R	Year2	n/a-n/a		1	T	Kv2.2 K+ channel	20201009	
P19_A3	K39/25.1	plate19	Year1	n/a-n/a		3	T	Kv2.1 K+ channel	20200605	
PS2_A11	K39/25.1	plateS2	Year2	n/a-n/a		3	T	Kv2.1 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P19_A4	K39/25.2	plate19	Year1	n/a-n/a		3	T	Kv2.1 K+ channel	20200605	
PRnD_N28	K39/25.3	RandD_samples	Year1	n/a-n/a		1	T	Kv2.1 K+ channel	20200617	Changed "sample_name" as per RnD key
P19_D5	K39/25.3.1	plate19	Year1	n/a-n/a		3	T	Kv2.1 K+ channel	20200605	
PS2_B7	K39/25.3.1	plateS2	Year2	n/a-n/a		3	T	Kv2.1 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P19_D6	K39/25.3.2	plate19	Year1	n/a-n/a		3	T	Kv2.1 K+ channel	20200605	
P19_D7	K39/25.3.3	plate19	Year1	n/a-n/a		3	T	Kv2.1 K+ channel	20200605	
P19_D8	K39/25.3.4	plate19	Year1	n/a-n/a		3	T	Kv2.1 K+ channel	20200605	
P19_D9	K39/25.3.5	plate19	Year1	Dec2020dropout-Both	n/a, have good sequence for other subclone elsewhere	3	T	Kv2.1 K+ channel	20200605	
P19_D10	K39/25.3.6	plate19	Year1	n/a-n/a		3	T	Kv2.1 K+ channel	20200605	
P19_A5	K39/25.4	plate19	Year1	n/a-n/a		3	T	Kv2.1 K+ channel	20200605	
P19_A6	K39/25.5	plate19	Year1	Dec2020dropout-Both	n/a, have good sequence for other subclone elsewhere	3	T	Kv2.1 K+ channel	20200605	
P19_A2	K39/25.6	plate19	Year1	n/a-n/a		3	T	Kv2.1 K+ channel	20200605	
Psanger_128620	K39/25R	Sanger_samples		n/a-n/a		6	T	Kv2.1 K+ channel	20200617	Added Psanger to Addgene ID # for "sample_name"
P29_A3	K39/6.1	plate29	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	Kv2.1 K+ channel	20201009	No show on web because expecting better seq from AP or DP plate
PDP1_D10	K39/6.1	plateDP1	Year2	n/a-n/a		2	T	Kv2.1 K+ channel	20201009	
P39_B4	K4/209.1.3	plate39	Year1	n/a-n/a		2	T			Target unclear, checking with JT
P28_C12	K40/17.1	plate28	Year1	n/a-n/a		3	T	Kvbeta1.1 K+ channel	20200428	
P2_E6	K40/17.1.1	plate2	Year1	n/a-n/a		1	T	Kvbeta1.1 K+ channel	20200428	
P67_E12	K40/17.1.2	plate67	Year2	n/a-n/a		3	T	Kvbeta1.1 K+ channel	20201109	
P67_F1	K40/17.1.3	plate67	Year2	n/a-n/a		3	T	Kvbeta1.1 K+ channel	20201109	
P39_C11	K42/21.12	plate39	Year1	Dec2020dropout-Both	n/a, have good sequence for same subclone elsewhere	2	T	Kv4.3 K+ channel	20200619	
PDP2_H4	K42/21.12	plateDP2	Year2	n/a-n/a		2	T	Kv4.3 K+ channel	20201009	
P26_B4	K47/34.1	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20200605	
PS3_H5	K47/34.1	plateS3	Year2	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P26_B5	K47/34.2	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20201109	Corrected category
P26_B6	K47/34.3	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20201109	Corrected category
P26_B7	K47/34.4	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20201109	Corrected category
P26_B8	K47/34.5	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20201109	Corrected category
P26_A2	K47/40.1	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20200605	
PS3_H2	K47/40.1	plateS3	Year2	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P26_A3	K47/40.2	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20201109	Corrected category
P26_A4	K47/40.3	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20201109	Corrected category
P26_A5	K47/40.4	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20201109	Corrected category
P26_A6	K47/40.5	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20201109	Corrected category
P2_F8	K47/42.1	plate2	Year1	n/a-n/a		1	T	Kvbeta1.2 K+ channel	20200428	
P26_B9	K47/42.2	plate26	Year1	n/a-n/a		3	T	Kvbeta1.2 K+ channel	20200605	
PS3_H6	K47/42.2	plateS3	Year2	n/a-n/a		3	T	Kvbeta1.2 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P26_B10	K47/42.3	plate26	Year1	n/a-n/a		3	T	Kvbeta1.2 K+ channel	20200605	
P26_B11	K47/42.4	plate26	Year1	Dec2020dropout-Both		3	T	Kvbeta1.2 K+ channel	20200605	
P26_B12	K47/42.5	plate26	Year1	n/a-n/a		3	T	Kvbeta1.2 K+ channel	20200605	
P26_A7	K47/43.2	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20200605	
PS3_H3	K47/43.2	plateS3	Year2	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P26_A8	K47/43.3	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20210209	Corrected category
P26_A9	K47/43.4	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20210209	Corrected category
P26_A10	K47/43.5	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20210209	Corrected category
P26_A11	K47/9.1	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20200605	
PS3_H4	K47/9.1	plateS3	Year2	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P26_A12	K47/9.2	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20201109	Corrected category
P26_B1	K47/9.3	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20201109	Corrected category
P26_B2	K47/9.4	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20201109	Corrected category
P26_B3	K47/9.5	plate26	Year1	n/a-n/a		2	T	Kvbeta1.2 K+ channel	20201109	Corrected category
P39_A7	K48/16.2	plate39	Year1	n/a-n/a		2	T	Kv4.3 K+ channel	20200619	
P39_A8	K48/18.1	plate39	Year1	n/a-n/a		2	T	Kv4.3 K+ channel	20200619	
P39_D1	K50/27.1	plate39	Year1	n/a-n/a		2	T	Kv2.3 K+ channel	20200619	
P39_D2	K50/36.1	plate39	Year1	n/a-n/a		2	T	Kv2.3 K+ channel	20200619	
P39_C12	K50/5.1	plate39	Year1	n/a-n/a		2	T	Kv2.3 K+ channel	20200619	
P66_B5	K51/1.1	plate66	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	1	F	SH3GL1/Endophilin A2	20201009	No show on web because expecting better seq from AP or DP plate
P73_C2	K51/1.1	plate73	Year2			1	T	SH3GL1/Endophilin A2	20210312	
PDP2_E10	K51/1.1	plateDP2	Year2	Dec2020dropout-Both		1	T	SH3GL1/Endophilin A2	20201009	
P67_C4	K51/1.2	plate67	Year2	n/a-n/a		3	T	SH3GL1/Endophilin A2	20201109	
P67_C5	K51/1.3	plate67	Year2	n/a-n/a		3	T	SH3GL1/Endophilin A2	20201109	
Psanger_128621	K51/1R	Sanger_samples		n/a-n/a		6	T	SH3GL1/Endophilin A2	20200617	Added Psanger to Addgene ID # for "sample_name"
P39_E4	K52/1.1	plate39	Year1	Dec2020dropout-HC		2	T	Kv4.3 K+ channel	20200619	
P39_E6	K53/33.1	plate39	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20200619	
P39_E5	K53/6.1	plate39	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20200619	
P39_E7	K54/22.2	plate39	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20200619	
P22_C1	K55/29.1	plate22	Year1	Dec2020dropout-Both		2	T	KChIP1 K+ channel	20200605	
PS2_G9	K55/29.1	plateS2	Year2	n/a-n/a		2	T	KChIP1 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P22_C2	K55/29.2	plate22	Year1	n/a-n/a		2	T	KChIP1 K+ channel	20201109	Corrected category
P22_C3	K55/29.3	plate22	Year1	n/a-n/a		2	T	KChIP1 K+ channel	20201109	Corrected category
P22_C4	K55/29.4	plate22	Year1	n/a-n/a		2	T	KChIP1 K+ channel	20201109	Corrected category
P22_C5	K55/29.5	plate22	Year1	n/a-n/a		2	T	KChIP1 K+ channel	20201109	Corrected category
P22_C6	K55/59.1	plate22	Year1	n/a-n/a		2	T	KChIP1 K+ channel	20200605	
PS2_G10	K55/59.1	plateS2	Year2	n/a-n/a		2	T	KChIP1 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P22_C7	K55/59.2	plate22	Year1	n/a-n/a		2	T	KChIP1 K+ channel	20201109	Corrected category
P22_C8	K55/59.3	plate22	Year1	n/a-n/a		2	T	KChIP1 K+ channel	20201109	Corrected category
P22_C9	K55/59.4	plate22	Year1	n/a-n/a		2	T	KChIP1 K+ channel	20201109	Corrected category
P22_C11	K55/59.5	plate22	Year1	n/a-n/a		2	T	KChIP1 K+ channel	20201109	Corrected category
P1_A9	K55/7.1	plate1	Year1	n/a-n/a		1	F	KChIP1 K+ channel	20201009	Plate failed to yield seq so redone as Plate1R
P1R_A9	K55/7.1	plate1R	Year2	Dec2020dropout-HC		1	T	KChIP1 K+ channel	20201009	
P73_C4	K55/7.1	plate73	Year2			1	T	KChIP1 K+ channel	20210312	
P73_D5	K55/7.1	plate73	Year2			1	T	KChIP1 K+ channel	20210312	
P22_B9	K55/7.2	plate22	Year1	n/a-n/a		3	T	KChIP1 K+ channel	20200605	
PS2_G8	K55/7.2	plateS2	Year2	n/a-n/a		3	T	KChIP1 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P22_B10	K55/7.3	plate22	Year1	n/a-n/a		3	T	KChIP1 K+ channel	20200605	
P22_B11	K55/7.4	plate22	Year1	Dec2020dropout-HC		3	T	KChIP1 K+ channel	20200605	
P22_B12	K55/7.5	plate22	Year1	Dec2020dropout-HC		3	T	KChIP1 K+ channel	20200605	
P1_B5	K55/82.1	plate1	Year1	n/a-n/a		1	F	Pan-KChIP K+ channel	20201009	Plate failed to yield seq so redone as Plate1R
P1R_B5	K55/82.1	plate1R	Year2	n/a-n/a		1	T	Pan-KChIP K+ channel	20201009	
P22_C12	K55/82.2	plate22	Year1	n/a-n/a		3	T	Pan-KChIP K+ channel	20200605	
PS2_G11	K55/82.2	plateS2	Year2	n/a-n/a		3	T	Pan-KChIP K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P22_D1	K55/82.3	plate22	Year1	n/a-n/a		3	T	Pan-KChIP K+ channel	20200605	
P22_D2	K55/82.4	plate22	Year1	n/a-n/a		3	T	Pan-KChIP K+ channel	20200605	
P22_D3	K55/82.5	plate22	Year1	n/a-n/a		3	T	Pan-KChIP K+ channel	20200605	
P22_E2	K55/9.1	plate22	Year1	n/a-n/a		2	T	KChIP1 K+ channel	20200605	
PS2_H2	K55/9.1	plateS2	Year2	n/a-n/a		2	T	KChIP1 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P22_E3	K55/9.2	plate22	Year1	n/a-n/a		2	T	KChIP1 K+ channel	20201109	Corrected category
P22_E4	K55/9.3	plate22	Year1	n/a-n/a		2	T	KChIP1 K+ channel	20201109	Corrected category
P22_E5	K55/9.4	plate22	Year1	n/a-n/a		2	T	KChIP1 K+ channel	20201109	Corrected category
P22_E6	K55/9.5	plate22	Year1	n/a-n/a		2	T	KChIP1 K+ channel	20201109	Corrected category
P1_B7	K56A/50.1	plate1	Year1	n/a-n/a		1	F	CASK	20201009	Plate failed to yield seq so redone as Plate1R
P1R_B7	K56A/50.1	plate1R	Year2	n/a-n/a		1	T	CASK	20201009	
P72_A10	K56A/50.1	plate72	Year2	n/a-n/a		1	T	CASK	20201109	
P13_A3	K56A/57.1	plate13	Year1	n/a-n/a		2	T	CASK	20200605	
P29_G5	K56A/57.2	plate29	Year1	n/a-n/a		2	T	CASK	20201109	Corrected category
P12_H10	K56A/95.1	plate12	Year1	n/a-n/a		2	T	CASK	20200605	
P13_A2	K56A/95.6	plate13	Year1	n/a-n/a		2	T	CASK	20201109	Corrected category
P66_A11	K57/1.1	plate66	Year1	n/a-n/a		1	T	Kv4.2 K+ channel	20200619	
P19_B5	K57/1.2	plate19	Year1	n/a-n/a		3	T	Kv4.2 K+ channel	20200605	
PS2_B2	K57/1.2	plateS2	Year2	n/a-n/a		3	T	Kv4.2 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P19_B6	K57/1.3	plate19	Year1	n/a-n/a		3	T	Kv4.2 K+ channel	20200605	
P19_B7	K57/1.4	plate19	Year1	n/a-n/a		3	T	Kv4.2 K+ channel	20200605	
P19_B8	K57/1.5	plate19	Year1	n/a-n/a		3	T	Kv4.2 K+ channel	20200605	
Psanger_128622	K57/1R	Sanger_samples		n/a-n/a		6	T	Kv4.2 K+ channel	20200617	Added Psanger to Addgene ID # for "sample_name"
P18_C4	K57/27.1	plate18	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20200605	
PS1_G12	K57/27.1	plateS1	Year2	n/a-n/a		2	T	Kv4.2 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P19_C2	K57/27.2	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
PS2_B4	K57/27.2	plateS2	Year2	n/a-n/a		2	T	Kv4.2 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one, corrected category => might as well show
P19_C3	K57/27.3	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P19_C4	K57/27.4	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P19_C5	K57/27.5	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P19_C1	K57/41.1	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20200605	
PS2_B3	K57/41.1	plateS2	Year2	n/a-n/a		2	T	Kv4.2 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P19_B9	K57/41.2	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P19_B10	K57/41.3	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P19_B11	K57/41.4	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P19_B12	K57/41.5	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P19_C6	K57/47.1	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20200605	
PS2_B5	K57/47.1	plateS2	Year2	n/a-n/a		2	T	Kv4.2 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P19_C8	K57/47.2	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P19_C9	K57/47.3	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P19_C10	K57/47.4	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P19_C11	K57/47.5	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P19_C12	K57/48.1	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20200605	
PS2_B6	K57/48.1	plateS2	Year2	Dec2020dropout-LC	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	T	Kv4.2 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P19_D1	K57/48.2	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P19_D2	K57/48.3	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P19_D3	K57/48.4	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P19_D4	K57/48.5	plate19	Year1	n/a-n/a		2	T	Kv4.2 K+ channel	20201109	Corrected category
P67_D2	K58/35.2	plate67	Year2	n/a-n/a		2	T	Pan-Nav1 Na+ channel	20201109	
P67_D3	K58/35.3	plate67	Year2	n/a-n/a		2	T	Pan-Nav1 Na+ channel	20201109	
PRnD_N29	K58/35.4	RandD_samples	Year1	n/a-n/a		2	T	Pan-Nav1 Na+ channel	20201109	Changed "sample_name" as per RnD key, corrected category
